name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2023-01-07,85.6,55.3,70.7,83.5,55.3,70.2,52.4,57,0,0,0,,0,0,18.3,10.4,104.3,1012.7,2,11.9,346,29.9,10,10,2023-01-07T06:06:30,2023-01-07T20:45:33,0.5,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-08,88.6,58.2,74.3,85.8,58.2,73.4,52.7,52.3,0,0,0,,0,0,17,8.2,175.2,1011.1,5.6,11.4,343.8,29.8,10,10,2023-01-08T06:07:25,2023-01-08T20:45:28,0.54,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-09,77.7,64.8,69.7,77.7,64.8,69.7,57.2,65.4,0,0,0,,0,0,31.3,11.6,191.3,1012.4,30.6,11,294.6,25.5,8,10,2023-01-09T06:08:22,2023-01-09T20:45:22,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-10,71.3,62.2,66.3,71.3,62.2,66.3,55.8,69.3,0,0,0,,0,0,29.5,11.7,185.4,1014.4,55,9.4,254.1,21.9,9,10,2023-01-10T06:09:19,2023-01-10T20:45:13,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-11,85.2,59.1,72.2,85.8,59.1,72.5,60.9,70.2,0,0,0,,0,0,22.1,9.5,234.7,1010.1,18.2,9.9,323.2,27.9,10,10,2023-01-11T06:10:18,2023-01-11T20:45:02,0.64,Clear,Clear conditions throughout the day.,clear-day,"94898099999,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-12,75,65.2,69,75,65.2,69,63.4,82.7,0,0,0,,0,0,25.3,9.7,208.4,1013.5,62.8,8.4,262.1,22.6,10,10,2023-01-12T06:11:17,2023-01-12T20:44:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999,94870099999"
melbourne,2023-01-13,75.8,65.9,70.4,75.8,65.9,70.4,63.5,79.3,0,0,0,,0,0,26.6,10.5,200.8,1015.7,66.3,9,242,20.8,9,10,2023-01-13T06:12:18,2023-01-13T20:44:34,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94898099999,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-14,98.8,68.4,81.3,94.6,68.4,80.3,60.2,59.2,0,0,0,,0,0,30.9,15.9,333.7,1009.8,36.3,9,328.2,28.6,10,10,2023-01-14T06:13:19,2023-01-14T20:44:16,0.74,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-15,73.8,60.2,66.6,73.8,60.2,66.6,54.8,66.5,0.001,100,4.17,rain,0,0,33.8,11.6,190,1017.1,60.3,8.9,187.1,16.2,7,10,2023-01-15T06:14:21,2023-01-15T20:43:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-16,80.8,59.1,68.7,81.5,59.1,68.7,56.4,65.9,0,0,0,,0,0,21.7,8.4,185.1,1018,66,10,237,20.3,8,10,2023-01-16T06:15:24,2023-01-16T20:43:36,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,F0862,94864099999"
melbourne,2023-01-17,96.9,68,80.9,96.4,68,80.9,62,57.5,0.138,100,4.17,rain,0,0,30.4,13.8,345.6,1012.8,46.8,10.9,306.3,26.3,10,10,2023-01-17T06:16:27,2023-01-17T20:43:13,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-18,72.4,59.7,65.3,72.4,59.7,65.3,59.4,82.3,0.228,100,16.67,rain,0,0,30.2,11.8,199.5,1012,98.1,6.5,41.3,3.7,2,10,2023-01-18T06:17:32,2023-01-18T20:42:47,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-19,65.7,58.2,61.4,65.7,58.2,61.4,44.2,53.5,0,0,0,rain,0,0,31.8,12.4,175.6,1016.3,88.9,10.3,251,21.7,9,10,2023-01-19T06:18:36,2023-01-19T20:42:20,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-20,69.3,37.3,63,69.3,24,62.4,47.9,58.2,0,0,0,,0,0,25.3,34.4,192,1016.9,36.2,10.6,343.9,29.5,10,10,2023-01-20T06:19:42,2023-01-20T20:41:51,0.94,Partially cloudy,Clearing in the afternoon.,wind,"95874099999,D6954,94866099999,95936099999,6CV53CK,95866099999,94865099999,94864099999"
melbourne,2023-01-21,72.9,56.8,65.5,72.9,56.8,65.5,56.8,74.4,0,0,0,,0,0,25.7,11,208.3,1014.8,73.1,10.6,319.5,27.5,10,10,2023-01-21T06:20:48,2023-01-21T20:41:19,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-22,73.6,62.7,68.2,73.6,62.7,68.2,60.7,77.8,0,0,0,,0,0,28.4,12.7,185.7,1015.7,56.7,9.9,296.6,25.6,10,10,2023-01-22T06:21:54,2023-01-22T20:40:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-01-23,81.3,64.3,71.9,80.8,64.3,71.9,58.3,64.9,0,0,0,rain,0,0,16.8,8,206.5,1013.7,56,11.1,310.6,26.9,10,10,2023-01-23T06:23:01,2023-01-23T20:40:11,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-24,82.8,63.2,70.1,81.7,63.2,70.1,59,70,0.088,100,4.17,rain,0,0,20.1,9.7,359.4,1010.5,82.9,10.1,155.1,13.4,5,10,2023-01-24T06:24:08,2023-01-24T20:39:34,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-25,84.5,62.8,71.6,83.3,62.8,71.6,60.4,71.7,0,0,0,,0,0,27.7,11.6,242.2,1010.5,50.7,10.2,337.3,29.2,10,10,2023-01-25T06:25:15,2023-01-25T20:38:55,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-01-26,70.5,60.7,65.8,70.5,60.7,65.8,52.7,63.3,0,0,0,rain,0,0,28.2,10.9,196.5,1015.3,56.8,10.3,280.3,24.2,10,10,2023-01-26T06:26:23,2023-01-26T20:38:15,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-27,79.8,56,67,79.8,56,67,51.7,59.8,0,0,0,,0,0,14.5,8.3,188.7,1014,5.2,10.3,358.9,31.1,10,10,2023-01-27T06:27:31,2023-01-27T20:37:32,0.17,Clear,Clear conditions throughout the day.,clear-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-28,92.7,59.3,73.4,88.7,59.3,72.8,54.4,56.8,0,0,0,,0,0,31.8,14,338.9,1008.2,65.2,10.2,200.6,17.4,9,10,2023-01-28T06:28:39,2023-01-28T20:36:48,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-01-29,72.9,65.4,68.9,72.9,65.4,68.9,62.9,81.3,0.008,100,4.17,rain,0,0,20.1,7.6,191.6,1012.3,97.1,10.1,87.4,7.6,3,10,2023-01-29T06:29:47,2023-01-29T20:36:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"94860099999,YMAV,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,YMML,94872099999,94864099999"
melbourne,2023-01-30,70.2,63,66.1,70.2,63,66.1,54.7,66.8,0,0,0,,0,0,27.7,14.2,175.9,1013,95.5,12.5,177.3,15.3,5,10,2023-01-30T06:30:55,2023-01-30T20:35:14,0.27,Overcast,Cloudy skies throughout the day.,cloudy,"YMAV,95874099999,D6954,94866099999,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-01-31,70.8,60,65.7,70.8,60,65.7,53.2,65.1,0,0,0,,0,0,24.8,9.5,186,1008.6,54.1,10.2,256.5,22,10,10,2023-01-31T06:32:04,2023-01-31T20:34:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,D6954,94866099999,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-02-01,69,58.2,62.8,69,58.2,62.8,51.2,66.2,0.007,100,4.17,rain,0,0,31.8,10.8,197.7,1005.9,74.7,10,219.6,19,6,10,2023-02-01T06:33:12,2023-02-01T20:33:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YMAV,95874099999,D6954,94866099999,95936099999,94895599999,95866099999,94865099999,94864099999"
melbourne,2023-02-02,83.8,53.7,60.5,95.2,53.7,61,46.3,61.6,0.408,100,4.17,rain,0,0,42.3,23,334.9,996.4,68.6,9.7,166,14.2,8,10,2023-02-02T06:34:21,2023-02-02T20:32:41,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YMAV,95874099999,D6954,94866099999,95936099999,6CV53CK,95866099999,94865099999,94864099999"
melbourne,2023-02-03,79.8,52.6,57.2,79.8,52.6,57.2,44.4,63.1,0.134,100,12.5,rain,0,0,36.5,18,316.3,994.9,54.7,9.8,218.8,18.9,8,10,2023-02-03T06:35:29,2023-02-03T20:31:47,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YMAV,95874099999,D6954,94866099999,95936099999,6CV53CK,95866099999,94865099999,YMML,94864099999"
melbourne,2023-02-04,68.4,54.5,60.7,68.4,54.5,60.7,50.4,69.6,0.056,100,4.17,rain,0,0,34.4,19.7,251.2,1006.3,81.9,10.1,176.3,15.3,9,10,2023-02-04T06:36:38,2023-02-04T20:30:51,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"YMAV,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-02-05,66.5,56.6,62.2,66.5,56.6,62.2,51.6,68.5,0,0,0,,0,0,18.3,10.6,220.9,1016.6,72.6,10.2,156.9,13.7,8,10,2023-02-05T06:37:46,2023-02-05T20:29:54,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,AV396,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-02-06,68.5,60.6,63.8,68.5,60.6,63.8,53.7,70.3,0,0,0,rain,0,0,23.9,11,198.7,1019.4,62.4,11.4,188.5,16.1,7,10,2023-02-06T06:38:54,2023-02-06T20:28:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-02-07,68.2,59.5,64.1,68.2,59.5,64.1,53.2,68.2,0,0,0,,0,0,27.3,10.8,181,1018.8,53.4,12.3,252.6,21.7,8,10,2023-02-07T06:40:02,2023-02-07T20:27:55,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-08,71.4,58.7,64.9,71.4,58.7,64.9,53.4,66.6,0,0,0,,0,0,27.1,9.7,181.5,1015.6,39.9,12.1,282.2,24.4,8,10,2023-02-08T06:41:10,2023-02-08T20:26:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-02-09,79,55.7,67.3,79,55.7,67.3,57.5,73.2,0.007,100,4.17,rain,0,0,20.1,9.5,200,1009.1,29,10.6,331.1,28.6,10,10,2023-02-09T06:42:17,2023-02-09T20:25:50,0.61,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-10,77.9,60.8,69.3,77.9,60.8,69.3,61.3,77.8,0,0,0,,0,0,22.8,10.5,203.7,1005,18.2,8.4,311.4,26.9,10,10,2023-02-10T06:43:25,2023-02-10T20:24:45,0.65,Clear,Clear conditions throughout the day.,clear-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-11,76.4,59.7,69,76.4,59.7,69,60.4,75.7,0,0,0,rain,0,0,30.6,14.1,203.4,1001.6,16,9,325.8,28.3,10,10,2023-02-11T06:44:32,2023-02-11T20:23:40,0.68,Clear,Clear conditions throughout the day.,clear-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-12,68.8,60.9,65,68.8,60.9,65,51.2,61.6,0,0,0,rain,0,0,32,14.2,203.8,1010.8,89.2,10.2,270.5,23.4,10,10,2023-02-12T06:45:39,2023-02-12T20:22:32,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-13,67.8,59.6,63.2,67.8,59.6,63.2,47.1,55.8,0,0,0,rain,0,0,30,10.9,176.7,1014.4,84.3,11.3,200.1,17.2,7,10,2023-02-13T06:46:46,2023-02-13T20:21:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-14,71.8,53.6,63.1,71.8,53.6,63.1,51.4,67.6,0,0,0,,0,0,25.3,10.9,171.2,1014.5,22.5,9.7,309.9,26.7,10,10,2023-02-14T06:47:52,2023-02-14T20:20:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-02-15,89,53.9,71.7,87.3,53.9,71.2,53.7,58.8,0,0,0,,0,0,26.2,10.7,344.2,1012.4,62.1,10.3,267.2,23,8,10,2023-02-15T06:48:59,2023-02-15T20:19:04,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-16,97.8,64.2,80.4,94.2,64.2,79.2,53.9,44.7,0,0,0,,0,0,29.3,11.8,1.9,1011.7,59.2,11.2,262.3,22.7,9,10,2023-02-16T06:50:04,2023-02-16T20:17:52,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-17,103.4,65.4,80.1,100.1,65.4,79.4,56.8,49.5,0,0,0,,0,0,39.8,15,357.5,1009.6,56.1,10.2,238.7,20.5,10,10,2023-02-17T06:51:10,2023-02-17T20:16:38,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-18,75.1,63.3,66.8,75.1,63.3,66.8,55,66.5,0,0,0,,0,0,24.8,10.8,195.3,1014.6,60.3,10.3,231.1,19.9,10,10,2023-02-18T06:52:15,2023-02-18T20:15:24,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-19,81.5,58.7,68.1,80.6,58.7,68.1,56.1,68.2,0,0,0,,0,0,19.9,8.7,188.3,1018.1,20.8,10.3,290.8,25,10,10,2023-02-19T06:53:20,2023-02-19T20:14:09,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-20,75.1,58,66.9,75.1,58,66.9,57.8,74.2,0,0,0,,0,0,24.4,10.5,197.8,1020.3,60.7,10.1,294.9,25.5,9,10,2023-02-20T06:54:25,2023-02-20T20:12:53,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-21,71,63.5,66.3,71,63.5,66.3,52.9,63.6,0,0,0,rain,0,0,34.4,12,162.5,1026.2,53.9,9.9,235.3,20.4,10,10,2023-02-21T06:55:29,2023-02-21T20:11:36,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-22,85.7,58,70.4,84.2,58,70.3,53.7,57.8,0,0,0,,0,0,22.1,10.3,147.4,1022.8,41,10.3,290.6,25,10,10,2023-02-22T06:56:33,2023-02-22T20:10:17,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-23,89.4,64.9,76.1,86.7,64.9,75.5,52.5,46,0,0,0,,0,0,34.7,17.2,3.7,1019.1,68.7,10.7,265.8,22.9,8,10,2023-02-23T06:57:36,2023-02-23T20:08:58,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-24,89.8,67.2,78.1,87.3,67.2,77.2,52.1,42.3,0,0,0,,0,0,35.8,16.2,6.5,1015.2,74.5,11.4,282.3,24.5,9,10,2023-02-24T06:58:39,2023-02-24T20:07:38,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-25,79.9,65.4,73.2,79.9,65.4,73.2,53.3,52.5,0.035,100,4.17,rain,0,0,33.8,11.1,358.3,1011.6,92.2,11.2,41.1,3.5,2,10,2023-02-25T06:59:42,2023-02-25T20:06:17,0.16,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-26,72.3,60.3,65.8,72.3,60.3,65.8,55.2,69.3,0.004,100,4.17,rain,0,0,25.5,8.5,219.8,1012.1,86.3,11.4,201.6,17.3,9,10,2023-02-26T07:00:45,2023-02-26T20:04:56,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-27,67.7,61.2,64.2,67.7,61.2,64.2,57.6,79.6,0.047,100,12.5,rain,0,0,27.1,10.4,192.9,1014.8,94.7,9.2,126.2,10.8,4,10,2023-02-27T07:01:47,2023-02-27T20:03:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-02-28,63.2,60.8,61.9,63.2,60.8,61.9,54.8,78,0.046,100,8.33,rain,0,0,22.1,7.5,176.2,1012.5,99.3,7.5,50.2,4.3,2,10,2023-02-28T07:02:49,2023-02-28T20:02:10,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-01,69.2,57.7,62.8,69.2,57.7,62.8,53.5,72.3,0.036,100,12.5,rain,0,0,26.2,9.7,188.2,1013,80,9.8,209.9,18.2,10,10,2023-03-01T07:03:50,2023-03-01T20:00:46,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-02,69.8,59.8,63.6,69.8,59.8,63.6,53.4,69.6,0.007,100,4.17,rain,0,0,24.4,9.8,200.7,1014.7,84,10.6,128.5,11.1,6,10,2023-03-02T07:04:51,2023-03-02T19:59:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-03,74.1,59.8,64.3,74.1,59.8,64.3,53.7,69.6,0,0,0,rain,0,0,29.5,17.2,160,1017,59.5,10.3,255.9,22.1,9,10,2023-03-03T07:05:52,2023-03-03T19:57:57,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,94860099999,95874099999,94866099999,95936099999,95866099999,94872099999,94898099999,D6954,95867099999,6CV53CK,94865099999,YMML,94864099999,94870099999"
melbourne,2023-03-04,87.3,54.2,70.5,85.7,54.2,70.2,55.9,64.6,0,0,0,,0,0,28.2,11.4,0.8,1010.2,73.6,10,181.3,15.5,8,10,2023-03-04T07:06:52,2023-03-04T19:56:31,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-03-05,89.4,62.1,72.8,85.7,62.1,72.2,56.1,61.5,0.035,100,4.17,rain,0,0,32.7,14.6,339.4,1003.3,48.7,10.9,227.5,19.6,9,10,2023-03-05T07:07:52,2023-03-05T19:55:04,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-06,75.9,59.9,67.6,75.9,59.9,67.6,49.1,54,0.181,100,8.33,rain,0,0,45,11.1,323,1003.4,39.7,11.6,229.9,19.7,9,10,2023-03-06T07:08:52,2023-03-06T19:53:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,D6954,94866099999,95936099999,C7520,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-03-07,72.5,59.7,66.3,72.5,59.7,66.3,45.2,47.3,0,0,0,,0,0,36.7,15.4,325,1004.4,59,10.8,180.2,15.4,8,10,2023-03-07T07:09:52,2023-03-07T19:52:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-08,66.2,54.2,59.5,66.2,54.2,59.5,43.6,57.6,0.042,100,8.33,rain,0,0,31.1,9.4,271,1007.2,73.9,11.1,173.3,14.9,7,10,2023-03-08T07:10:51,2023-03-08T19:50:42,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-09,70.8,54.7,62,70.8,54.7,62,47.3,59,0,0,0,rain,0,0,26.4,9.4,264.4,1012,76.1,11.2,117.1,10.1,5,10,2023-03-09T07:11:50,2023-03-09T19:49:14,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-10,74.4,59.6,65.5,74.4,59.6,65.5,53.2,65.5,0,0,0,,0,0,18.1,8.4,207,1015.3,54.3,11.5,198.9,17,8,10,2023-03-10T07:12:48,2023-03-10T19:47:45,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AV396,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-11,75.6,56.6,65.1,75.6,56.6,65.1,55.7,73.9,0,0,0,,0,0,23.9,10.9,194.3,1013.4,51.1,11.8,232.6,20,8,10,2023-03-11T07:13:46,2023-03-11T19:46:16,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-12,67.6,60.3,63.5,67.6,60.3,63.5,52.2,66.7,0,0,0,rain,0,0,30.2,11,172.1,1015,75.9,12,120.8,10.4,4,10,2023-03-12T07:14:44,2023-03-12T19:44:46,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"AV396,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-03-13,71.2,52.9,62.6,71.2,52.9,62.6,52.8,71.3,0,0,0,,0,0,19.5,9.5,195.9,1017.6,29,11.8,263.3,22.7,9,10,2023-03-13T07:15:42,2023-03-13T19:43:17,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-14,86.3,60.4,72,84.7,60.4,71.6,56.6,63.3,0,0,0,,0,0,20.4,10.9,345.6,1014.8,75.1,11.3,219.6,18.8,8,10,2023-03-14T07:16:40,2023-03-14T19:41:46,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-15,73.6,64.6,68,73.6,64.6,68,61,78.9,0,0,0,,0,0,17,7.3,227.9,1011.8,84.1,8.1,183,15.8,8,10,2023-03-15T07:17:37,2023-03-15T19:40:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-16,81.7,63.3,71.8,81.2,63.3,71.7,56.3,59.8,0,0,0,rain,0,0,28.9,9.6,266.2,1008.5,59.7,11.1,192,16.5,8,10,2023-03-16T07:18:34,2023-03-16T19:38:45,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-17,76.1,60.6,66.4,76.1,60.6,66.4,52.2,63.2,0.105,100,4.17,rain,0,0,20.6,6.8,237.2,1014.6,39.9,10,249.5,21.4,9,10,2023-03-17T07:19:30,2023-03-17T19:37:15,0.84,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-18,96.2,58.2,71.5,93.5,58.2,70.9,53.2,57.4,0,0,0,,0,0,44.1,17.6,5.6,1012.4,45.4,10.9,118.8,10.2,7,10,2023-03-18T07:20:27,2023-03-18T19:35:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
