name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2025-02-07,73.7,66.1,69.5,73.7,66.1,69.5,62.2,78.3,0,0,0,rain,0,0,34.4,11,195.2,1008.6,54,8.1,88.7,7.7,6,10,2025-02-07T06:40:38,2025-02-07T20:27:24,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-08,70.9,63.5,66.4,70.9,63.5,66.4,55.5,68,0,0,0,rain,0,0,26.4,13.9,167.8,1011.1,90.9,8.4,87.9,7.7,3,10,2025-02-08T06:41:46,2025-02-08T20:26:22,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"YMAV,95874099999,94866099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-02-09,81.9,63.6,70.6,81.8,63.6,70.6,57.2,63.8,0.006,100,4.17,rain,0,0,35.6,14.8,132.3,1010.2,59.7,9.6,188,16.3,9,10,2025-02-09T06:42:53,2025-02-09T20:25:18,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-10,79,65.7,71.2,79,65.7,71.2,58.4,64.9,0,0,0,,0,0,33.6,16,136.6,1013,31.3,9.5,252.3,21.7,10,10,2025-02-10T06:44:01,2025-02-10T20:24:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-02-11,87.4,66,74.6,86.4,66,74.8,61.4,65.7,0,0,0,,0,0,20.6,9.7,161.4,1011.2,23.5,9.8,300.3,25.8,9,10,2025-02-11T06:45:08,2025-02-11T20:23:06,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-02-12,92.2,63,78.9,91.6,63,78.9,61.7,59.8,0,0,0,,0,0,15.7,13.8,209.1,1008.7,12.8,9.2,297.8,25.8,9,10,2025-02-12T06:46:15,2025-02-12T20:21:58,0.48,Clear,Clear conditions throughout the day.,clear-day,"YMAV,94898099999,95874099999,94866099999,95867099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-02-13,93.3,70,79.9,92.4,70,79.7,60.3,54,0.164,100,4.17,rain,0,0,42.9,19.6,358.4,1003.3,91.6,9.8,155,13.2,7,10,2025-02-13T06:47:21,2025-02-13T20:20:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-14,73.7,60.8,67.1,73.7,60.8,67.1,55.3,66.3,0.01,100,8.33,rain,0,0,25.9,9.8,202.4,1006.5,52,8.7,215.8,18.5,7,10,2025-02-14T06:48:28,2025-02-14T20:19:39,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-15,62.4,52.4,58.3,62.4,52.4,58.3,45.7,63.6,0.172,100,16.67,rain,0,0,42.1,14.6,234,1009.3,54.4,9.2,174.3,15,9,10,2025-02-15T06:49:34,2025-02-15T20:18:28,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-16,63.7,49.7,57.3,63.7,47.7,57.1,44.3,63.6,0.449,100,12.5,rain,0,0,32,12,190.5,1017.1,66.1,9.5,179.5,15.4,8,10,2025-02-16T06:50:39,2025-02-16T20:17:15,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-17,68.8,53.8,61.8,68.8,53.8,61.8,46,56.7,0.001,100,4.17,rain,0,0,19.9,8.8,170.6,1020.3,54.5,9.6,300.7,25.9,10,10,2025-02-17T06:51:45,2025-02-17T20:16:01,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-18,69.7,53.1,61.2,69.7,53.1,61.2,49.6,66.8,0.015,100,4.17,rain,0,0,31.8,13,191.4,1017.6,70,9.2,202,17.3,9,10,2025-02-18T06:52:50,2025-02-18T20:14:47,0.68,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-19,65.7,59.1,61.8,65.7,59.1,61.8,48.8,62.7,0,0,0,rain,0,0,28.6,11.7,182.3,1018.9,95.1,8.8,158,13.7,7,10,2025-02-19T06:53:55,2025-02-19T20:13:31,0.71,Overcast,Cloudy skies throughout the day.,cloudy,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-20,68.1,59.1,62.9,68.1,59.1,62.9,46.9,56.4,0,0,0,,0,0,27.3,11.5,169.9,1022.7,50.2,9.3,233.4,20.1,10,10,2025-02-20T06:54:59,2025-02-20T20:12:14,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-21,90,48.8,68.7,87,45.2,67.8,50,56.1,0,0,0,,0,0,19.2,8.5,18.5,1020.7,46,9.2,283.1,24.6,9,10,2025-02-21T06:56:03,2025-02-21T20:10:56,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"94898099999,YMAV,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-02-22,95.7,66.8,82.4,94.8,66.8,81.7,56,43.2,0,0,0,,0,0,38,17.2,4.4,1013.7,65.4,9.7,250.3,21.5,9,10,2025-02-22T06:57:07,2025-02-22T20:09:38,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-23,87.9,66.2,78.7,85.9,66.2,78.4,57.6,50.1,0.229,100,4.17,rain,0,0,42.1,20.7,355.8,1011.1,59.4,9,162.8,14,7,30,2025-02-23T06:58:10,2025-02-23T20:08:18,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-24,72.2,59.8,65.6,72.2,59.8,65.6,53.3,65,0.001,100,4.17,rain,0,0,26.6,10.6,201.2,1021.5,26.3,9.2,242.3,21,10,10,2025-02-24T06:59:13,2025-02-24T20:06:58,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-25,75.1,59.5,66.7,75.1,59.5,66.7,54.9,66.6,0,0,0,,0,0,22.6,9.3,184.8,1023.2,35.3,9.3,282.3,24.3,9,10,2025-02-25T07:00:16,2025-02-25T20:05:36,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-26,94.5,59.6,72.8,90.6,59.6,72.2,56.3,63.4,0,0,0,,0,0,32,12.2,305.2,1016.7,55.4,9.4,246.5,21.3,9,10,2025-02-26T07:01:18,2025-02-26T20:04:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-27,75.8,63.9,69,75.8,63.9,69,58.3,69.4,0,0,0,,0,0,20.1,9.7,183.4,1016.2,62.5,8.9,266.3,23,9,10,2025-02-27T07:02:20,2025-02-27T20:02:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-02-28,78.4,62.3,69.6,78.4,62.3,69.6,58.6,69.7,0,0,0,,0,0,25.3,10.3,207.5,1014.3,57.7,9.2,270.1,23.2,9,10,2025-02-28T07:03:22,2025-02-28T20:01:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-03-01,76.2,58.7,67,76.2,58.7,67,54.9,66.9,0,0,0,,0,0,26.2,8.9,195.6,1014.7,49.7,8.8,266.7,23.1,9,10,2025-03-01T07:04:23,2025-03-01T20:00:04,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,YMML,95866099999,94865099999,94864099999"
melbourne,2025-03-02,68.9,60,64.4,68.9,60,64.4,53.5,68.5,0.013,100,4.17,rain,0,0,30.6,12,163.7,1017.7,80.7,9.2,117.5,10.1,7,10,2025-03-02T07:05:24,2025-03-02T19:58:39,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-03,68.9,53,61.5,68.9,53,61.5,49.2,64.6,0.001,100,4.17,rain,0,0,30,12,181.8,1021.7,36.1,8.7,266.2,22.9,9,10,2025-03-03T07:06:24,2025-03-03T19:57:13,0.11,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-03-04,91,53.5,70.6,87.7,53.5,69.9,52.6,58.8,0,0,0,,0,0,16.1,9.2,27.6,1019.3,11.6,8.5,260.1,22.5,9,10,2025-03-04T07:07:25,2025-03-04T19:55:47,0.14,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-05,94.3,65.3,73.8,92.1,65.3,73.5,57.8,61.2,0,0,0,,0,0,36.5,13.6,339.2,1019,9.9,8.9,243.7,21,8,10,2025-03-05T07:08:25,2025-03-05T19:54:21,0.18,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-06,73.7,64.9,68.6,73.7,64.9,68.6,61.3,77.9,0.001,100,4.17,rain,0,0,25.5,9.2,187.7,1022.3,87.7,6.6,140.3,12.2,7,10,2025-03-06T07:09:24,2025-03-06T19:52:53,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-07,82.8,61.1,71.7,82.4,61.1,71.7,59.4,67.4,0,0,0,,0,0,19,8.4,175.8,1020.5,3,8.9,250.6,21.7,8,10,2025-03-07T07:10:23,2025-03-07T19:51:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-08,91.1,59.7,74.3,87.1,59.7,73.3,52.9,56.7,0.001,100,4.17,rain,0,0,24.4,12.8,359.7,1018.8,0.8,10.1,256.9,22.3,9,10,2025-03-08T07:11:22,2025-03-08T19:49:58,0.28,Rain,Clear conditions throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-09,92.8,64.6,79.2,91.7,64.6,78.6,56.4,48.3,0,0,0,rain,0,0,29.3,13.6,358,1016.5,64.9,10.5,205.9,17.8,9,10,2025-03-09T07:12:21,2025-03-09T19:48:29,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-10,89.8,72.6,80.4,89.5,72.6,80.5,61.1,53.2,0,0,0,rain,0,0,20.1,10.1,298.6,1017,31.6,9.3,248.1,21.5,9,10,2025-03-10T07:13:19,2025-03-10T19:47:00,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-11,89.3,67.9,77.4,90.4,67.9,77.7,62.4,62,0,0,0,,0,0,20.4,10.5,151.5,1019,56.8,9.3,210.3,17.9,8,10,2025-03-11T07:14:18,2025-03-11T19:45:31,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-12,93.8,67.2,75.6,92.9,67.2,75.5,62,67,0.103,100,4.17,rain,0,0,32.4,16.9,346.5,1017.8,44,8.9,195.6,16.9,9,10,2025-03-12T07:15:15,2025-03-12T19:44:01,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-13,74.3,63.8,68.3,74.3,63.8,68.3,59.2,73.3,0.004,100,4.17,rain,0,0,22.8,8.3,195.5,1018.5,45.3,9.1,167.4,14.5,8,10,2025-03-13T07:16:13,2025-03-13T19:42:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-03-14,80.7,58.4,67.8,80.6,58.4,67.8,58.3,75.4,0,0,0,,0,0,23.3,8.4,187.3,1018.7,71.3,9.4,220.5,19.1,8,10,2025-03-14T07:17:10,2025-03-14T19:41:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-15,94.1,64.2,78.2,92.1,64.2,77.5,57.8,55.8,0,0,0,,0,0,25.5,8.4,17.4,1014,75.5,9.2,144.1,12.3,7,10,2025-03-15T07:18:08,2025-03-15T19:39:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-16,78.3,54.9,65.5,78.3,54.9,65.5,57.2,76.2,0.578,100,12.5,rain,0,0,35.3,11.4,237.4,1010.7,81.9,8.6,26.2,2.2,1,10,2025-03-16T07:19:04,2025-03-16T19:38:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-17,65.3,51.9,58.7,65.3,51.9,58.7,45,61.6,0.037,100,4.17,rain,0,0,27.7,9.6,198,1022.8,72.9,9.3,181.7,15.6,7,10,2025-03-17T07:20:01,2025-03-17T19:36:29,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-18,76.2,52.2,63.6,76.2,52.2,63.6,47.3,57.2,0,0,0,,0,0,13.6,7.3,76.1,1021.3,34.5,10.2,234.4,20.3,8,10,2025-03-18T07:20:57,2025-03-18T19:34:58,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-19,89.9,53.8,70,87.5,53.8,69.5,53.6,61.8,0,0,0,,0,0,25.7,10.8,8,1014.6,32,9.3,200.4,17.3,9,10,2025-03-19T07:21:54,2025-03-19T19:33:26,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2025-03-20,79.9,66.9,73.2,79.9,66.9,73.2,58.2,61.9,0.363,100,4.17,rain,0,0,48.3,19.7,351.2,1011.4,70.6,8.9,53.8,4.5,4,10,2025-03-20T07:22:50,2025-03-20T19:31:55,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-21,65.7,58.3,62.3,65.7,58.3,62.3,56.2,81.2,0.079,100,12.5,rain,0,0,20.1,7.2,179.4,1016.6,87.8,6.6,79.8,7,4,10,2025-03-21T07:23:46,2025-03-21T19:30:24,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-22,68.2,50.9,60.2,68.2,50.9,60.2,50.3,72.1,0.009,100,4.17,rain,0,0,19.5,8.4,186,1019.3,27.8,9.3,222.6,19.3,8,10,2025-03-22T07:24:41,2025-03-22T19:28:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-23,70.7,52.3,62,70.7,52.3,62,54.6,78.3,0,0,0,,0,0,19.2,8.6,189.9,1020.3,42.5,9.3,216.4,18.6,8,10,2025-03-23T07:25:37,2025-03-23T19:27:21,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-24,68.6,59.5,64.2,68.6,59.5,64.2,54.9,72.2,0,0,0,rain,0,0,25.3,9.8,183.4,1021.4,70.3,9.3,122.7,10.7,4,10,2025-03-24T07:26:32,2025-03-24T19:25:50,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-25,72.3,54.7,63.1,72.3,54.7,63.1,55.7,78.2,0,0,0,,0,0,20.1,9,184.7,1022.1,24.6,8.7,206.3,17.9,8,10,2025-03-25T07:27:28,2025-03-25T19:24:19,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-26,69.3,59.2,64.8,69.3,59.2,64.8,56.6,75.4,0,0,0,,0,0,23,10.6,174.7,1022.8,77.4,8.4,151.4,13.2,7,10,2025-03-26T07:28:23,2025-03-26T19:22:47,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2025-03-27,69.8,58.7,64.5,69.8,58.7,64.5,55,71.7,0,0,0,,0,0,19.5,8.4,185.4,1023.3,28.4,9.3,210.8,18.3,8,10,2025-03-27T07:29:18,2025-03-27T19:21:16,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"94860099999,95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2025-03-28,85.5,56.8,70.6,84.8,56.8,70.5,58,69.4,0,0,0,,0,0,27.3,18.8,5.6,1018.1,82.5,11.3,138.3,12.1,5,10,2025-03-28T07:30:13,2025-03-28T19:19:45,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-29,70.8,64.3,67.1,70.8,64.3,67.1,59.7,77.5,0.016,100,4.17,rain,0,0,29.3,10.5,201.8,1016.1,91.1,9.1,73.9,6.4,4,10,2025-03-29T07:31:08,2025-03-29T19:18:15,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-30,69.9,60.7,64.8,69.9,60.7,64.8,54.2,69.6,0.016,100,8.33,rain,0,0,32.7,13,144.4,1020,75.9,8.9,95,8.2,6,10,2025-03-30T07:32:02,2025-03-30T19:16:44,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-03-31,69.4,58.6,63.3,69.4,58.6,63.3,47.8,58.4,0,0,0,,0,0,32,11.9,141.3,1020.6,62.3,9.3,161.1,13.9,8,10,2025-03-31T07:32:57,2025-03-31T19:15:14,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-01,73.8,56.1,63.5,73.8,56.1,63.5,50.2,64.3,0,0,0,,0,0,24.2,10.8,140.4,1017.6,29.1,9.9,183.5,15.8,8,10,2025-04-01T07:33:52,2025-04-01T19:13:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94898099999,95874099999,94866099999,95867099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-02,74,51,62,74,51,62,49.3,66.2,0,0,0,,0,0,17.9,7.4,109,1010.7,48,8.9,186.2,16.2,7,10,2025-04-02T07:34:46,2025-04-02T19:12:14,0.12,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-03,70.1,53.9,61,70.1,53.9,61,53.9,78.5,0.015,100,4.17,rain,0,0,25.7,9.7,202.5,1012.5,54.1,8.5,104.3,9.1,7,10,2025-04-03T07:35:41,2025-04-03T19:10:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,C9254,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-04,63.7,54.1,58.6,63.7,54.1,58.6,45.5,62.2,0.01,100,8.33,rain,0,0,20.4,7,243.3,1017.6,91,8.7,89.5,7.9,5,10,2025-04-04T07:36:35,2025-04-04T19:09:16,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-05,64.3,51.3,57.7,64.3,51.3,57.7,42.5,58.8,0.012,100,4.17,rain,0,0,25.9,10,239.1,1019.2,41.9,9.3,204.4,17.7,8,10,2025-04-05T07:37:30,2025-04-05T19:07:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-06,70.6,45,56.8,70.6,45,56.8,45.1,67.9,0.001,100,4.17,rain,0,0,30,14.1,312.3,1016.7,64.6,8.4,147.7,13.4,9,10,2025-04-06T06:38:24,2025-04-06T18:06:19,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-07,63.5,56.1,59.6,63.5,56.1,59.6,48.9,68.1,0.044,100,4.17,rain,0,0,25.9,8.8,229.7,1021.5,80.3,8.9,109.9,9.4,5,10,2025-04-07T06:39:18,2025-04-07T18:04:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-08,65.6,51.9,58.3,65.6,51.9,58.3,48.6,71.1,0,0,0,,0,0,15.9,6.3,214.5,1024.7,51.5,9.3,159.8,13.8,7,10,2025-04-08T06:40:13,2025-04-08T18:03:23,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-09,69.2,47.8,58.4,69.2,45.9,58.3,50.4,77,0,0,0,,0,0,15.7,7.2,228.1,1021.4,66.5,9.4,159.8,13.9,7,10,2025-04-09T06:41:07,2025-04-09T18:01:56,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-10,80.8,57.1,68.6,80,57.1,68.5,48,51.9,0,0,0,,0,0,22.6,11.2,359.1,1018.2,38.8,9.3,176.1,15.2,7,10,2025-04-10T06:42:01,2025-04-10T18:00:30,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-11,69.7,57.8,65.5,69.7,57.8,65.5,54.1,67.7,0,0,0,,0,0,22.8,10.3,206.7,1024.5,36.5,9.2,165.5,14.2,7,10,2025-04-11T06:42:56,2025-04-11T17:59:04,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-12,81.4,50.2,65.2,81.3,50.2,65.2,54.3,71,0,0,0,,0,0,19.5,6.2,9.8,1027.2,28.8,9.2,174,15.1,7,10,2025-04-12T06:43:50,2025-04-12T17:57:39,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-13,88.1,64.5,75.5,85.1,64.5,74.6,48.9,41.7,0,0,0,,0,0,29.3,13.3,356.2,1023.8,67.8,9.7,155.6,13.3,7,10,2025-04-13T06:44:45,2025-04-13T17:56:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-14,70.6,60.7,66.2,70.6,60.7,66.2,57.9,75.3,0,0,0,,0,0,21.3,8.5,175.7,1025.8,85.1,9.3,123.6,10.6,6,10,2025-04-14T06:45:39,2025-04-14T17:54:50,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-15,81.5,53.4,65.5,81,53.4,65.4,55.1,73.5,0,0,0,,0,0,14.5,5.2,65.6,1023.8,62.8,8.4,164.9,14.1,6,10,2025-04-15T06:46:33,2025-04-15T17:53:27,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-16,81.5,61.1,70,80.4,61.1,69.9,50.7,53.1,0,0,0,,0,0,23.7,12.7,10.9,1019.5,57,10.1,128.3,11.2,6,10,2025-04-16T06:47:28,2025-04-16T17:52:04,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
melbourne,2025-04-17,85.8,59.1,70.3,83.7,59.1,70,52.7,56.3,0,0,0,,0,0,13,5.5,19.6,1014.7,36.2,9.3,163.5,14.1,6,10,2025-04-17T06:48:22,2025-04-17T17:50:43,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2025-04-18,86.3,63.6,71,83.7,63.6,70.5,54.5,60.2,0.013,100,4.17,rain,0,0,29.5,14.3,350.5,1010.6,53.4,9,169.5,14.7,7,10,2025-04-18T06:49:17,2025-04-18T17:49:21,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,94866099999,C7520,95936099999,95866099999,94865099999,94864099999"
